 ,hi,en
ws596,eSa e`R;q ds ckn thou esa fo'okl ugha djrkA,I don't believe in life after death.
ws597,dherksa dks ysdj cgqr cgl gqbZ gSA,There has been much debate about prices.
ws598,eSaus viuk dtZ pqdk fn;kA,I paid off my debts.
ws599,"mUgksaus yxHkx ,d n'kd rd fo'ofo|ky; esa i<+k;kA",He taught at the university for nearly a decade.
ws600,tt dsl dk QSlyk djsaxsA,The judge will decide the case.
ws601,eSa [kqn gh QSlyk ywaxkA,I'll make the decision on my own.
ws602,"mUgksaus ?kks""k.kk dh fd og vius x| dks la'kksf/kr ugha djrs gSaA",He declared that he never revises his prose.
ws603,tUe nj esa fxjkoV tkjh jghA,The birth rate continued to decline.
ws604,{ks= dh vkcknh esa ekSfyd :i ls deh vkbZ gSA,The population of the area has decreased radically.
ws605,"os ,d mís';iw.kZ QS'ku esa xgu fo'ys""k.k vkSj fopkj ds ik= gSaA",They deserve deep analysis and consideration in an objective fashion.
ws606,"mlus taxy esa ,d fgj.k dks ns[kkA",He saw a deer in the jungle.
ws607,mlus vHkh Hkh gkj ugha ekuh gSA,she has still not quite admitted defeat.
ws608,"gekjs yksxksa dk cpko djus ds fy, usrkvksa ds ikl dksbZ Li""V uhfr ugha gSA",The leaders have no clear policy to defend our people.
ws609,"bl ekeys dks vnkyr esa igqapus esa yack le; yxk D;ksafd cpko i{k us nks""kh ugha gksus dh nyhy nhA",The case had taken a long time to get to court as the defendant has pleaded not guilty.
ws610,"j{kk us muds ekeys dks rS;kj djus ds fy, le; dk vuqjks/k fd;kA",the defense requested time to prepare their case.
ws611,"vxys lky ds fy,] ljdkj thMhih ds 1 çfr'kr ds fupys ?kkVs dks yf{kr dj jgh gSA","For next year, the government is targeting a lower deficit of 1 percent of GDP."
ws612,"D;k vkidh i`""BHkwfe ifjHkkf""kr djrh gS fd vki dkSu gSa\",Does your background define who you are?
ws613,;gka dqN xM+cM+ t:j FkhA,Something was definitely wrong here.
ws614,"D;k vkidks gj vo/kkj.kk dh ifjHkk""kk dh vko';drk gS\",Do you need the definition of every concept?
ws615,Vªsu nsjh ls py jgh FkhA,The train was delayed.
ws616,"mRiknksa dks le; ij forfjr fd;k tkuk pkfg,A",The products should be delivered on time.
ws617,"çlo ds fy, 28 fnuksa rd dh vuqefr nsaA",Allow up to 28 days for delivery.
ws618,eq>s irk gS fd bl mRikn dh ekax dHkh de ugha gksxhA,I know that the demand of this product will never decrease.
ws619,"lalnh; yksdra= dh ,d ç.kkyhA",A system of parliamentary democracy.
ws620,";g lHkh mez ds yksxksa ds fy, ,d yksdrkaf=d [ksy gSA",It is a democratic sport for all people of all ages.
ws621,"vDlj ukSlsuk ds dke esa yxs yksxksa dks mPp dkS'ky vkSj lkgl dk çn'kZu djuk pkfg,A",Often those engaged in a navy's work must demonstrate high skill and courage.
ws622,eSa mlls budkj ugha dj ldrkA,I can not deny her.
ws623,{kek djsa] ;g esjk foHkkx ugha gSA,"sorry, that's not my department."
ws624,D;k vki vius ekrk&firk ij fuHkZj gSaA,Are you depend on your parents.
ws625,gekjh vFkZO;oLFkk rsy fu;kZr ij cgqr vf/kd fuHkZj gSA,Our economy heavily dependent on oil exports.
ws626, 'kCn ml Le`fr ds nnZ vkSj ihM+k dks fpf=r djus esa foQy gksrs gSaA,Words fail to depict the pain and suffering of that memory.
ws627,jksxh fpark vkSj volkn ls ihfM+r gks ldrs gSaA,Patients may suffer from anxiety and depression.
ws628,yksgs dh c<+rh vkiwfrZ ds lkFk jax dh xgjkbZ vf/kd FkhA,The depth of colour was greater with increasing supply of iron.
ws629,D;k vki bl lw= dks çkIr dj ldrs gSaA,Can you derive this formula.
ws630,"fdlh Hkh fcanq ds pkjksa vksj ,d pØ dk o.kZu djsaA",Describe a circle around any given point.
ws631,Hkkjr dk lcls cM+k jsfxLrku dkSu lk gSA,Which is the biggest desert in india.
ws632,ge thrus ds yk;d ugha FksA,We didn't deserve to win.
ws633,vPNh fMtkbu ikBd dks tfVy tkudkjh le>us esa enn dj ldrh gSA,Good design can help the reader understand complicated information.
ws634,eq>s Ldwy ykSVus dh dksbZ bPNk ugha gSA,I have no desire to return to school.
ws635,"mlus viuh est dh njkt [kksyh vkSj dkxt dk ,d VqdM+k fudkykA",she opened her desk drawer and pulled out a piece of paper.
ws636,"ysfdu ge vf/kd iq#""kksa vkSj efgykvksa ds fy, gels tqM+us ds fy, csrkc gSaA",But we are desperate for more men and women to join us.
ws637,"og mez vkSj nqcZyrk ds ckotwn ,d egku usrk cus gq, gSaA",He remains a great leader despite age and infirmity.
ws638,"mlus mls u""V djus dh Bku yh gSA",He has been determined to destroy her.
ws639,vysDtsafMª;k esa iqLrdky; dk fouk'kA,The destruction of the library in Alexandria.
ws640,"mlds ckjs esa eq>s foLrkj ls crkb,A",Tell me about him in detail.
ws641,tYn gh dSalj dk irk yx ldrk gSA,Cancer may soon be detected in its earliest stages.
ws642,";g mldk ekufld –f""Vdks.k gksxk tks mlds Hkfo""; dks fu/kkZfjr djrk gSA",It will be her mental attitude that determines her future.
ws643,vius dkS'ky dks fodflr djus dk ç;kl djsaA,Try to develop your skills.
ws644,";g ek/;fed f'k{kk esa ,d fnypLi fodkl gSA",It's an interesting development in secondary education.
ws645,D;k vkids ikl dksbZ ekius dk midj.k gSA,Do you have any measuring device.
ws646,"eSa vius ifjokj ds fy, vf/kd le; nsuk pkgrk FkkA",I wanted to devote more time to my family.
ws647,"iqLrd esa laoknksa dh ,d J`a[kyk 'kkfey FkhA",The book consisted of a series of dialogues.
ws648,mldh dSalj ls e`R;q gks xbZA,she died by cancer.
ws649,MsVk dk nwljk lsV igys ls vyx FkkA,The second set of data differed from the first.
ws650,"iq#""kksa vkSj efgykvksa ds chp varjA",The differences between men and women.
ws651,vki bl [ksy dks fofHkUu rjhdksa ls [ksy ldrs gSaA,you can play this game in different ways.
ws652,dbZ eqf'dy dke djus gSaA,There are many difficult things to do.
ws653,mUgsa ukSdjh [kkstus esa dfBukbZ gqbZA,They had difficulty in finding jobs.
ws654,mls cxhps dh [kqnkbZ djuh FkhA,she had to dig the garden.
ws655,"Mªkbax vk;ke esa lVhd gksuk pkfg,A",The drawing must be precise in dimension.
ws656,eSa jkr ds [kkus ds ckn vkils ckr d:axkA,I will talk with you after dinner.
ws657,ml fnu dksbZ lh/kh mM+ku ugha FkhA,There was no direct flight that day.
ws658,og foijhr fn'kk esa cSB xbZA,she sat in the opposite direction.
ws659,"os lh/ks jsLrjka x,A",They went directly to the restaurant.
ws660,mUgsa foÙk funs'kd ds :i esa fu;qä fd;k x;k gSA,He has been appointed as finance director.
ws661,mldk psgjk xanxh esa <dk gqvk FkkA,His face was covered in dirt.
ws662,dkxt dks lkQ djus ls igys mls xank u gksus nsaA,Don't let paper get too dirty before cleaning it.
ws663, 'kkjhfjd fodykaxrkA,physical disability.
ws664,dksbZ Hkh mlls vlger gksus dks rS;kj ugha FkkA,No one was willing to disagree with him.
ws665,og isM+ksa esa xk;c gks x;kA,He disappeared into the trees.
ws666,vkink esa 159 yksxksa dh ekSr gks xbZA,159 people died in the disaster.
ws667,mfpr vfHkHkkod vkSj Ldwy ds vuq'kklu dh dehA,A lack of proper parental and school discipline.
ws668,eq>s yxrk gS fd ;g gekjs jktuhfrd çopu dh xq.koÙkk ds ckjs esa gSA,I think this is about the quality of our political discourse .
ws669,"og dqN u;k [kkstus ds fy, Hkkjr x,A",He went to India to discover something new.
ws670, 'kjhj dh [kkstA,The discovery of the body.
ws671,os uLyh; HksnHkko ds f'kdkj gSaA,They are the victims of racial discrimination.
ws672,"eSaus viuh iRuh ls bl fo""k; ij ppkZ dhA",I discussed the matter with my wife.
ws673,"çLrko ,d [kkdk ugha gSa] ysfdu ppkZ ds fy, fopkj gSaA",The proposals are not a blueprint but ideas for discussion.
ws674,"ân; jksx dk ,d laHkkfor dkj.kA",a possible cause of heart disease.
ws675,"ikLrk ,d eq[; O;atu ds :i esa ijkslk tkrk FkkA",pasta was served as a main dish.
ws676,mlus lM+d ds dksus ij VSDlh dks [kkfjt dj fn;kA,she dismissed the taxi at the corner of the road.
ws677,çca/ku dh deh vO;oLFkk vkSj Hkze dk dkj.k cusxhA,The lack of management will cause disorder and confusion.
ws678,f[kykfM+;ksa dks vius dkS'ky dk çn'kZu djus dk ;g vPNk ekSdk gSA,This is a good chance for players to display their skills.
ws679,"nksuksa ns'kksa ds chp ,d {ks=h; fooknA",A territorial dispute between the two countries.
ws680,geus mls nwj ls ns[kkA,we watched him from a distance.
ws681,"vU;Fkk ysxjQsYM ,d nwjLFk LVkVZ flLVe esa ,d nwj dk rkjk FkkA",Otherwise Lagerfeld was a distant star in a remote start system.
ws682,"fudksVhu dh ,d fof'k""V xa/kA",A distinct smell of nicotine.
ws683,"?kjsyw jktuhfr vkSj varjkZ""Vªh; jktuhfr ds chp ,d rst varj gSA",There is a sharp distinction between domestic politics and international politics.
ws684,e/kqefD[k;ka yky vkSj dkys jax esa varj ugha dj ikrh gSaA,Bees are unable to distinguish between red and black.
ws685,"eghus esa de ls de ,d ckj iqjLdkj forfjr fd, tkus pkfg,A","The prizes must be distributed, at least once, in the month."
ws686,",d çca/kd ds ikl pkj çdkj ds forj.k dk fodYi gksrk gSA",A manager has the choice of four types of distribution.
ws687,eSa jryke ftys esa jgrk gw¡A,I live in Ratlam district.
ws688,"eSa lquus ds fy, laxhr dh vf/kd fofo/k jsat ilan djrk gwaA",I prefer a more diverse range of music to listen.
ws689,fjiksVksaZ dh 'kSyh esa dkQh fofo/krk FkhA,There was considerable diversity in the style of the reports.
ws690,ç'u nks Hkkxksa esa foHkkftr gks x;k gSA,The question has divided into two parts.
ws691,NksVs {ks=ksa esa Hkwfe dk foHkktuA,The division of the land into small fields.
ws692,og vius ifr ls rykd ysuk pkgrh gSA,She wants to take divorce from her husband.
ws693,eSa vkt vkids fy;s D;k dj ldrk gw¡A,what can i do for you today.
ws694,D;k vki 'kgj ds fdlh M‚DVj dks tkurs gSaA,Do you know any doctor in the city.
ws695,D;k vkids ikl dksbZ dkuwuh nLrkost gSA,Do you have any legal document.
ws696,gekjh xyh esa dbZ dqÙks gSaA,There are many dogs in our street.
ws697,vesfjdh ?kjsyw ekeyksa dh orZeku fLFkfrA,The current state of US domestic affairs.
ws698,os vc cktkj esa vkSj Hkh vf/kd çHkkoh fLFkfr esa gSaA,They are now in an even more dominant position in the market.
ws699,";g daiuh v‚ijsfVax flLVe l‚¶Vos;j ds fy, cktkj ij gkoh gSA",This company dominates the market for operating system software.
ws700,vki fiNys njokts ls vk ldrs gSaA,You can come from the back door.
ws701,",d lky esa equkQk nksxquk gks x;kA",Profits doubled in one year.
ws702,"eq>s ,d 'kadk gSA",I have a doubt.
ws703,mls 50 #i;s uhps j[kus iM+sA,she had to put Rs 50 down.
ws704,og vius 91 lky ds vf/kdka'k 'kgj cfyZu esa dgha jgrh FkhA,"She lived most of her 91 years downtown somewhere, in Berlin."
ws705,"eq>s ,d ntZu dsys ns nksA",Give me one dozen banana.
ws706,"ukxfjd lsok dks c<+kus ds fy,] gesa çk:i dks fQj ls LFkkfir ugha djuk pkfg,A","In order to increase citizen service, we should not re-establish the draft ."
ws707,mls vkidks bl rjg ls ?klhVus dk dksbZ vf/kdkj ugha FkkA,He had no right to drag you into this sort of thing.
ws708,vc vki viuk ukVd tkjh j[k ldrs gSaA,Now you can continue your drama.
ws709,og cpiu ls gh bruh ukVdh; FkhA,She was so dramatic from her childhood. 
ws710,"dkxt ij ,d lh/kh js[kk [khapsaA",Draw a straight line on the paper.
ws711,eSaus dy jkr cgqr I;kjk liuk ns[kk FkkA,I had seen very sweet dream yesterday night.
ws712,"esjs ikl iguus ds fy, dksbZ ubZ Mªsl ugha gSA",I don't have any new dress to wear.
ws713,"ge viuh d‚Qh ihrs gq, vkx ds ikl cSB x,A","we sat by the fire, drinking our coffee."
ws714,D;k vki dkj pyk ldrs gSa,can you drive car.
ws715,D;k vkius ;gka cl Mªkboj dks ns[kk gS\,Have you seen bus driver here?
ws716,"fxykl esa ikuh dh ,d cwan Hkh ugha FkhA",There was not a drop of water in glass.
ws717,"mUgsa pqi jgus ds fy, u'kk fn;k x;kA",They were drugged to keep them quiet.
ws718,tSdsV us eq>s xeZ vkSj lw[kk j[kkA,The jacket kept me warm and dry.
ws719,jsLrjka fnu ds nkSjku [kqyk jgrk gSA,The restaurant is open during the day.
ws720,esjh /kwy vkSj jk[k dks fc[ksj nksA,Scatter my dust and ashes.
ws721,"og ,d ukxfjd ds :i esa viuk drZO; fuHkkus ds fy, –<+ FkhA",She was determined to do her duty as a citizen.
ws722,og gj lky ?kj ykSVrk gSA,He returns home each and every year.
ws723,",slk D;k gS tks mls bruk mRlqd cukrk gS\",What is it that makes her so eager?
ws724,"lquus ds fy, lHkh ds ikl nks dku gksrs gSaA",Everyone have two ear to hear.
ws725,eSa vkt dke tYnh [kRe djus dh ;kstuk cuk jgk FkkA,I was planning to finish work early today.
ws726,os çfr ?kaVs 1000 # dekrs gSaA,They earn Rs 1000 per hour.
ws727,mlus viuh lkjh dekbZ fuos'k dj nhA,He invested his all earnings.
ws728,i`Foh ij thou dh fofo/krkA,The diversity of life on earth.
ws729,mUgksaus vklkuh ls rackdw vkSj 'kjkc NksM+ nhA,He gave up tobacco and alcohol with ease.
ws730,og vklkuh ls igkM+ ij p<+ x;kA,He climbed the mountain easily.
ws731,lw;Z iwoZ ls mxrk gSA,Sun rises from the east.
ws732,lqnwj iwohZ flusek dh fofo/krk vkt Hkh mruh gh çHkko'kkyh gS ftruh mldh xq.koÙkkA,The diversity of far eastern cinema today is as impressive as its quality.
ws733,";g tkudkjh çkIr djus dk ,d vklku rjhdk gSA",This is an easy way of retrieving information.
ws734,"og ,d lSaMfop [kk jgk FkkA",He was eating a sandwich.
ws735,iwjh vkfFkZd lajpuk cny xbZ gSA,The whole economic structure has changed.
ws736,"—f""k vFkZ'kkL= fofHkUu laLFkkuksa esa i<+k;k tkrk gSA",Agricultural economics is taught in a variety of institutions.
ws737,"og vFkZO;oLFkk dks mÙksftr djus ds fy, dj esa dVkSrh dk i{k/kj gSA",He favours tax cuts to stimulate the economy.
ws738,bls unh ds fdukjs cuk;k x;k Fkk,It was built at the river's edge
ws739,"lkseokj dk laLdj.k cq/kokj nksigj dks nksgjk;k tk,xkA",The Monday edition will be repeated on Wednesday afternoons.
ws740,og VkbEl v‚Q bafM;k ds laiknd gSaA,He is the editor of Times of India.
ws741,"og ,d cksfMaZx Ldwy esa f'kf{kr gqbZ FkhA",she was educated at a boarding school.
ws742,";g lkoZtfud f'k{kk dh ,d ubZ ç.kkyh gSA",This is a new system of public education.
ws743,"fo'ks""k 'kSf{kd vko';drkvksa okys cPpsA",Children with special educational needs.
ws744,"eq>s bl 'kgj ds loZJs""B f'k{kdksa dh t:jr gSA",I need the best educators of this city.
ws745,";s ,sls lek/kku gSa ftUgsa çHkkoh gksus esa o""kksaZ] ;gka rd fd n'kdksa Hkh yx ldrs gSaA","These are solutions that may take years, even decades to take effect ."
ws746,;g lcls çHkkoh mik; FkkA,It was the most effective solution.
ws747,D;k vki bl dk;Z dks vf/kd çHkkoh <ax ls iwjk dj ldrs gSaA,Can you complete this task more effectively.
ws748,O;kikj esa mRikndrk vkSj n{krk esa o`f) vkt foKku ds midj.k ij fuHkZj djrh gSA,Increased productivity and efficiency in business today depend on the appliance of science.
ws749,"dqN ek;uksa esa ;g ,d dq'ky e'khu gSA",In some ways it is a efficient machine.
ws750,mUgksaus fcuk fdlh egku ç;kl ds thr gkfly dhA,He won without any great effort.
ws751,D;k vki vaMs [kkrs gSa\,Do you eat eggs.
ws752,;g ;gk¡ ls vkB ehy nwj gSA,It's eight miles from here.
ws753,os ;k rks bLrhQk ns nsrs gSa ;k vU; ukSdfj;ksa dh ryk'k djrs gSaA,They either resign or look for other jobs.
ws754,"eq>s ugha yxrk fd cqtqxZ yksxksa ds fy, i;kZIr fd;k tkrk gSA",I don't feel enough is done for elderly people.
ws755,"tks lnL; lfefr ds fy, pqus x, FksA",The members who were elected to the committee.
ws756,"og pquko esa [kM+s gksus ds fy, lger gks x,A",He agreed to stand for election.
ws757,D;k vkids ikl dksbZ fctyh ds midj.k gSaA,Do you have any electric appliances.
ws758,;g {ks=h; fctyh daifu;ka gSaA,This are the regional electricity companies.
ws759,"esjs ikl ,d bysDVª‚fud dSydqysVj gSA",I have an electronic calculator.
ws760,"dgkuh esa lPpkbZ dk ,d rRo gSA",There's an element of truth to the story.
ws761,Ng pj.k Nk=ksa dks çkFkfed ls mUur Lrj rd ys tkrs gSaA,The six stages take students from elementary to advanced level.
ws762,",d ,slh uhfr tks egaxkbZ dks [kRe djsxhA",A policy that would eliminate inflation.
ws763,dqyhu d‚ystksa vkSj fo'ofo|ky;ksaA,Elite colleges and universities.
ws764,dqN vkSj tks vkidks tkuuk t:jh gS\,Anything else you need to know?
ws765,og dgha vkSj jkstxkj ekax jgk gSA,He is seeking employment elsewhere.
ws766,vki eq>s esjs lkekU; irs ij bZesy dj ldrs gSaA,you can email me at my normal address.
ws767,"mldh ek¡ jks iM+h] vkSj mls ,d xgjk vkfyaxu fn;kA","Her mother cried out, and gave her a deep embrace ."
ws768,vFkZO;oLFkk eanh ls mHkjus yxh gSA,The economy has started to emerge from recession.
ws769,eSaus lHkh vkikrdkyhu d‚y vkSj vfrfjä dke laHkkykA,I handled all the emergency calls and extra work.
ws770,xzhugkml xSl mRltZu dks lhfer djus ds dbZ fodYi y?kq vkSj e/;e vof/k esa miyC/k gSaA,Many options for limiting greenhouse gas emissions are available in the short and medium term.
ws771,og viuh Hkkoukvksa dks fu;af=r djus dk ç;kl dj jgh FkhA,She was attempting to control her emotions.
ws772,os ftu HkkoukRed dfBukb;ksa dk lkeuk djrs gSa] os leL;k dk fgLlk gSaA,The emotional difficulties they face are just part of the problem.
ws773,mUgksaus O;fä dh Lora=rk ij cgqr tksj fn;kA,They placed great emphasis on the individual's freedom.
ws774,"eSa bl lEesyu ds 'kh""kZd esa lHkh 'kCnksa ij tksj nsuk pkgrk gwaA",I want to emphasize all the words in the title of this conference.
ws775,QeZ esa 150 yksx dk;Zjr gSaA,The firm employs 150 people.
ws776,"lR;kfir djsa fd deZpkjh Hkkjr esa dke djus ds fy, dkuwuh :i ls ik= gSA",Verify that the employee is legally eligible to work in the India.
ws777,"fdlh Hkh eqä cktkj esa fu;ksäk vius deZpkfj;ksa dh lsokvksa ds fy, çfrLi/kkZ djus ds fy, etcwj gSaA",In any free market employers are forced to compete for the services of their employees.
ws778,",d iw.kZdkfyd f'k{kd dk jkstxkjA",The employment of a full-time tutor.
ws779,og vius [kkyh d‚Qh di dks okil dkmaVj ij ys x;kA,He took his empty coffee cup back to the counter.
ws780,"lcwr gesa –<+ fu""d""kZ ij igqapus esa l{ke djsaxsA",The evidence would enable us to arrive at firm conclusions.
ws781,vfç; eqBHksM+ us eq>s vthc fLFkfr esa Mky fn;kA,The unpleasant encounter put me in a strange state of mind.
ws782,"bl m|e dh lQyrk ls ge çksRlkfgr gq,A",we were encouraged by the success of this venture.
ws783,"o""kZ dh lekfIrA",the end of the year.
ws784,nq'eu us pkj gsyhd‚IVjksa dks ekj fxjk;kA,The enemy shot down four helicopters.
ws785,",d VDdj ftlesa dksbZ ÅtkZ LFkkukarfjr ugha gksrh gSA",A collision in which no energy is transferred.
ws786,i;kZoj.k fu;eksa dk l[r çorZuA,The strict enforcement of environmental regulations.
ws787,laxBu fofHkUu çdkj dh xfrfof/k;ksa esa layXu gSaA,organizations engage in a variety of activities.
ws788,dkj ds batu dh xtZukA,The roar of a car engine.
ws789,"og bafM;u ,;jykbal ds lkFk ,d foeku bathfu;j ds :i esa dke djrk gSA",He works as an aircraft engineer with Indian Airlines.
ws790,"ge bl ,si }kjk cgqr vklkuh ls vaxzsth lh[k ldrs gSaA", We can learn English very easily by this app.
ws791,daI;wVj rduhd tks Nfo;ksa dh xq.koÙkk dks c<+krh gSA,computer techniques that enhance the quality of images.
ws792,eSa dHkh Hkh [kqn dk vkuan ugha ys ldrk] ;g tkudj fd vki vdsys vius dejs esa FksA,"I could never enjoy myself, knowing you were in your room alone."
